Title,Title_CKIP,Category
北捷板南線車廂冒煙 千名旅客緊急下車,北捷板南線　車廂　冒煙　千　名　旅客　緊急　下車,t
空調太低？高鐵：沒有低於22度以下的狀況,空調　太　低　？　高鐵　：　沒有　低於　22　度　以下　的　狀況,o
捷運盃捷客街舞大賽初賽 柯文哲現身加油,捷運　盃捷客　街舞　大賽　初賽　柯　文哲　現身　加油,e
尼莎來襲 高鐵籲沿線民眾加強周邊物件固定,尼莎　來襲　高鐵　籲　沿線　民眾　加強　周邊　物件　固定,o
尼莎颱風將來襲 北捷視狀況調整營運,尼莎　颱風　將　來襲　北捷　視　狀況　調整　營運,t
全台大跳電 高鐵台鐵北捷均未受影響,全　台大　跳電　高鐵　台鐵　北捷　均　未　受　影響,t
民代力爭高鐵兩聯橋動土,民代　力爭　高鐵　兩　聯　橋　動土,o
北市就服處徵才 餐飲、服務業人力缺口亟待填補,北市　就　服處　徵才　餐飲　、　服務業　人力　缺口　亟待　填補,o
東區最美地下街開幕  打造悠遊時尚新亮點,東區　最　美　地下街　開幕　打造　悠遊　時尚　新　亮點,o
立委爭取雲彰高鐵站周增停7班,立委　爭取　雲彰　高鐵　站周增停　7　班,t
安娜貝爾出沒車廂乘客受驚 高鐵森77喊告華納,安娜　貝爾　出沒　車廂　乘客　受驚　高鐵　森　77　喊　告　華納,o
高鐵完成防颱整備 明維持全線通車,高鐵　完成　防颱　整備　明　維持　全線　通車,t
立委質疑 高鐵局：設立軌道中心確實有必要,立委　質疑　高鐵局　：　設立　軌道　中心　確實　有　必要,o
看到捷運有空位爽入座 卻碰到史上最尷尬情形,看到　捷運　有　空位　爽　入座　卻　碰到　史上　最　尷尬　情形,o
悠遊卡嗶不進輕軌　林向愷怨：高捷不合理,悠遊卡　嗶　不　進　輕　軌林　向　愷怨　：　高捷　不　合理,o
中市捷運綠線帶動房市商機 G0站掀推案熱潮,中市　捷運　綠　線　帶動　房市　商機　G　0　站　掀　推案　熱潮,o
北市轉乘優惠再進化！UBike轉公車捷運省5元,北市　轉乘　優惠　再　進化　！　UBike　轉　公車　捷運　省　5　元,e
影》雙北擬推「30日票」 2千元捷運、公車無限搭 民眾：太貴,影　》　雙北　擬　推　「　30日票　」　2千　元　捷運　、　公車　無限　搭　民眾　：　太　貴,e
苗栗健走迎接地政節 行銷客家圓樓和高鐵土地,苗栗　健走　迎接　地政節　行銷　客家　圓樓　和　高鐵　土地,e
狂歡跨年夜 專家意外發現北捷會影響地磁場,狂歡　跨　年夜　專家　意外　發現　北捷　會　影響　地　磁場,o
這杯茶好有味！ 達德商工學生高鐵站為田中馬跑者奉茶,這　杯　茶　好　有　味　！　達德　商工　學生　高鐵　站　為　田中　馬　跑者　奉茶,e
Apple Pay也嗶進高鐵！今年信用卡支付成長38.8％,Apple　Pay　也　嗶　進　高鐵　！　今年　信用卡　支付　成長　38.8％,e
高鐵靠窗座變自由座？他說這句話讓佔位大媽驚呆,高鐵　靠　窗　座變　自由座　？　他　說　這　句　話　讓　佔位　大媽　驚呆,o
去年盈餘創史上最高 北捷員工有望調薪3％,去年　盈餘　創　史上　最　高　北捷　員工　有望　調薪　3％,o
捷運上餵母奶被大媽酸丟臉 老公一句話讓她閉嘴,捷運　上　餵　母　奶　被　大媽　酸　丟臉　老公　一　句　話　讓　她　閉嘴,o
高鐵元旦連假加開101班車 周六開放預購,高鐵　元旦　連假　加開　101　班車　周六　開放　預購,e
元旦假期搭高鐵 12／2起開放訂票,元旦　假期　搭　高鐵　12／2　起　開放　訂　票,e
高雄大眾運輸免費上路 捷運早上運量增1成3,高雄　大眾　運輸　免費　上路　捷運　早上　運量　增　1成3,t
台灣高鐵平日離峰優惠 延長兩月,台灣高鐵　平日　離峰　優惠　延長　兩月,e
捷運廣播為何無日韓語？北捷回應了,捷運　廣播　為何　無　日韓語　？　北捷　回應　了,o
耶誕音樂趴疏運 高鐵加開11班列車,耶誕　音樂　趴　疏運　高鐵　加開　11　班　列車,t
大學生限定 高鐵返鄉優惠16日開放訂票,大學生　限定　高鐵　返鄉　優惠　16日　開放　訂　票,e
桃園機場捷運將朝運量提升目標邁進 準點達99.95％,桃園　機場捷運　將　朝　運量　提升　目標　邁進　準點　達　99.95％,t
跨年交管25日啟動 台北捷運42小時不收班,跨年　交管　25日　啟動　台北　捷運　42　小時　不　收　班,t
跨年夜紓解百萬人潮 北捷42小時不收班,跨　年夜　紓解　百萬　人潮　北捷　42　小時　不　收　班,t
超暖心！耶誕夜8醫護在高鐵上「即刻救援」,超暖　心　！　耶誕　夜8　醫護　在　高鐵　上　「　即刻　救援　」,o
跨年夜等車　北捷潮天團陪你解悶,跨　年夜　等　車　北捷潮天團　陪　你　解悶,o
名校老師變歌手 文森大叔高鐵台南站獻唱鼓舞人心,名校　老師　變　歌手　文森　大叔　高鐵　台南　站　獻唱　鼓舞　人心,e
台北101湧現看煙火人潮  捷運市府周邊達23萬人次,台北　101　湧現　看　煙火　人潮　捷運　市府　周邊　達　23萬　人次,o
北捷目前全線運量150萬人次  營運狀況正常,北捷　目前　全線　運量　150萬　人次　營運　狀況　正常,t
高鐵觀光夯 今年可望帶286萬人次去旅行,高鐵　觀光　夯　今年　可望　帶　286萬　人次　去　旅行,t
228連假將至 高鐵今晚、明早加開自由座列車,228　連假　將　至　高鐵　今晚　、　明　早　加開　自由座　列車,t
228連假明登場　高鐵加開2班全車自由座列車,228　連假　明　登場　高鐵　加開　2　班　全　車　自由座　列車,t
疏運二二八連假旅客高鐵加開2班列車,疏運　二二八　連假　旅客　高鐵　加開　2　班　列車,t
228連假將至 高鐵今晚、明早加開自由座列車,228　連假　將　至　高鐵　今晚　、　明　早　加開　自由座　列車,t
縮短北捷薪水差距留住人才 鄭文燦：桃捷今年起加薪3%,縮短　北捷　薪水　差距　留住　人才　鄭文燦　：　桃捷　今年　起　加薪　3%,o
搭高鐵刷「台灣Pay」 百元回饋金限量送,搭　高鐵　刷　「　台灣　Pay　」　百　元　回饋　金　限量　送,e
北市燈節西門站2出口「只進不出」遊客塞爆捷運站,北市　燈節　西門　站2　出口　「　只　進　不　出　」　遊客　塞爆　捷運站,s
高鐵聯手馬航 推「機加鐵」8折優惠聯票,高鐵　聯手　馬航　推　「　機　加　鐵　」　8　折　優惠　聯票,e
高鐵與馬航合推「機加鐵」限時優惠　車票5折起,高鐵　與　馬航　合推　「　機　加　鐵　」　限時　優惠　車票　5　折起,e
拓新南向市場高鐵馬航合作票價雙折扣,拓　新南向　市場　高鐵　馬航　合作　票價　雙　折扣,e
高鐵聯手馬航 推「機加鐵」8折優惠聯票,高鐵　聯手　馬航　推　「　機　加　鐵　」　8　折　優惠　聯票,e
機場捷運3月起 深夜增開4班往機場班次,機場捷運　3月　起　深夜　增開　4　班　往　機場　班次,t
機捷3月啟動深夜增開往機場服務班次,機捷　3月　啟動　深夜　增開　往　機場　服務　班次,t
在地盛典 逛燈會玩墾丁 高鐵5折券天天抽 住美棧2晚4700元 合照花燈打卡 墾丁福華升等房型,在　地　盛典　逛　燈會　玩　墾丁　高鐵　5　折　券　天天　抽住　美　棧　2　晚　4700　元　合照　花燈　打卡　墾丁　福華　升等　房型,e
台灣捷運連廣告都乾淨　日本人自嘲：果然是變態國家,台灣　捷運　連　廣告　都　乾淨　日本人　自嘲　：　果然　是　變態　國家,o
行李不再推拖拉！台鐵到機捷連通道 啟用電動步道,行李　不再　推拖　拉　！　台鐵　到　機捷　連　通道　啟用　電動　步道,s
傳柯P密會買家盼大巨蛋速解套　北捷董座：確有拜會企業,傳　柯　P　密會　買家　盼　大巨蛋　速　解套　北捷　董座　：　確　有　拜會　企業,o
外國人驚呆了！韓國歐巴初體驗台灣捷運 大讚這5特色,外國人　驚呆　了　！　韓國　歐巴　初　體驗　台灣　捷運　大讚　這　5　特色,o
高鐵站到台灣燈會客運比鐵路快半小時,高鐵　站到　台灣　燈會　客運　比　鐵路　快　半　小時,o
雙省！高鐵推春季促銷住五星飯店最低三折,雙省　！　高鐵　推　春季　促銷　住五星　飯店　最　低　三　折,e
高鐵攜手飯店推春遊促銷　入住長榮最低3折起,高鐵　攜手　飯店　推　春遊　促銷　入住　長榮　最　低　3　折起,e
雙省！高鐵推春季促銷住五星飯店最低三折,雙省　！　高鐵　推　春季　促銷　住五星　飯店　最　低　三　折,e
搭高鐵吃麻糬「花生粉灑滿地」　他拍拍屁股走人,搭　高鐵　吃　麻糬　「　花生粉　灑滿　地　」　他　拍拍　屁股　走人,o
高鐵飯店聯票限時促銷 車票7折、長榮飯店最低3折,高鐵　飯店　聯票　限時　促銷　車票　7　折　、　長榮　飯店　最　低　3　折,e
台灣高鐵228假期 再加開六班次列車,台灣高鐵　228　假期　再　加開　六　班次　列車,t
二二八連假高鐵再增6班次 16日凌晨開賣,二二八　連假　高鐵　再　增　6　班次　16日　凌晨　開賣,t
高鐵228連假加開6班車 週六開放購票,高鐵　228　連假　加開　6　班車　週六　開放　購票,t
228連假高鐵再加開6班車　後天凌晨0時開搶,228　連假　高鐵　再　加開　6　班車　後天　凌晨　0時　開　搶,t
二二八連假高鐵再增6班次16日凌晨開賣,二二八　連假　高鐵　再　增　6　班　次16日　凌晨　開賣,t
高鐵228連假加開6班車 週六開放購票,高鐵　228　連假　加開　6　班車　週六　開放　購票,t
228疏運高鐵再開6班車 16日凌晨開始搶票,228　疏運　高鐵　再　開　6　班車　16日　凌晨　開始　搶　票,t
麻疹患者出沒！ 在這些時段曾搭乘北捷者請小心,麻疹　患者　出沒　！　在　這些　時段　曾　搭乘　北捷　者　請　小心,o
搭高鐵行程賞燈會 抽高鐵5折券,搭　高鐵　行程　賞　燈會　抽　高鐵　5　折　券,e
屏東賞燈搭高鐵 5折券天天抽,屏東　賞燈　搭　高鐵　5　折　券　天天　抽,e
屏東賞燈搭高鐵 5折券天天抽,屏東　賞燈　搭　高鐵　5　折　券　天天　抽,e
改打政績牌  柯P：環狀線機電系統一定要統一,改打　政績牌　柯　P　：　環狀線　機電　系統　一定　要　統一,o
高鐵三站公車補助不取消 交通部：是高鐵的社會責任,高鐵　三站　公車　補助　不　取消　交通部　：　是　高鐵　的　社會責任,o
高雄輕軌查票不嚴？網友感嘆「買票是笨蛋」引議論,高雄　輕　軌查票　不　嚴　？　網友　感嘆　「　買票　是　笨蛋　」　引　議論,o
開工不憂鬱 星巴克等連鎖咖啡明祭買一送一優惠,開工　不　憂鬱　星巴克　等　連鎖　咖啡　明祭　買一送一　優惠,e
【華航罷工30】聲援機師　高鐵工會：罷工絕非自私行為,【　華航　罷工　30　】　聲援　機師　高鐵　工會　：　罷工　絕非　自私　行為,o
最美觀光客!捷運內打翻奶茶　她竟拿圍巾蹲地急擦,最　美　觀光客　!　捷運　內　打翻　奶茶　她　竟　拿　圍巾　蹲　地　急擦,o
老外拿行李霸佔高鐵座位　高鐵：經勸導後有放到行李區,老外　拿　行李　霸佔　高鐵　座位　高鐵　：　經　勸導　後　有　放到　行李區,o
老外行李占高鐵座位　整車擠翻卻沒人敢開口,老外　行李　占　高鐵　座位　整車擠翻　卻　沒　人　敢　開口,o
被學生霸佔、小黃跟車亂擠？全台最亂高鐵站第一名是...,被　學生　霸佔　、　小黃　跟　車　亂擠　？　全台　最　亂　高鐵　站　第一　名　是　...,o
高鐵員工每日上工檢查服儀　指甲油顏色還有指定色卡,高鐵　員工　每　日　上工　檢查　服儀　指甲油　顏色　還　有　指定　色卡,o
桃捷初一出包6.5小時班距拉長2倍,桃捷　初一　出包　6.5小時班　距　拉長　2　倍,t
桃捷初一出包班距拉長2倍暫停行李托運,桃捷　初一　出包班　距　拉長　2　倍　暫停　行李　托運,t
桃捷初一出包6.5小時班距拉長2倍,桃捷　初一　出包　6.5小時班　距　拉長　2　倍,t
